,Symbol,Name,EV/EBIT, MV , TDebt , EBIT 
86,AGR,AVANGRID INC,15.95018805," 14,940,390,400.00 "," 5,427,999,744.00 "," 1,277,000,000.00 "
2714,TWX,TIME WARNER INC,15.95348437," 78,402,347,008.00 "," 22,997,999,616.00 "," 6,356,000,000.00 "
2924,WR,WESTAR ENERGY INC,15.96164411," 7,165,749,760.00 "," 4,126,570,752.00 "," 707,466,000.00 "
400,BRO,BROWN & BROWN INC,15.96210124," 6,404,742,656.00 "," 985,390,976.00 "," 462,980,000.00 "
496,CDW,CDW CORPORATION,15.96759313," 9,283,162,112.00 "," 3,792,699,904.00 "," 818,900,000.00 "
2859,WAFD,WASHINGTON FED INC,15.99558714," 2,714,678,272.00 "," 2,279,032,064.00 "," 312,193,000.00 "
61,AEE,AMEREN CORP,16.00242975," 14,487,736,320.00 "," 8,290,999,808.00 "," 1,423,000,000.00 "
2932,WSBF,WATERSTONE FINANCIAL INC,16.01326041," 381,377,280.00 "," 498,103,008.00 "," 54,922,000.00 "
150,AMOT,ALLIED MOTION TECH,16.02753106," 242,640,032.00 "," 65,921,996.00 "," 19,252,000.00 "
359,BLDR,BUILDERS FIRSTSOURCE INC,16.04712369," 1,891,208,960.00 "," 1,900,740,992.00 "," 236,336,000.00 "
1608,LNTH,LANTHEUS HOLDINGS INC,16.04807809," 612,553,088.00 "," 268,678,976.00 "," 54,912,000.00 "
163,ANAT,AMERICAN NATIONAL INS CO,16.0577445," 3,058,117,376.00 "," 140,216,000.00 "," 199,177,000.00 "
845,ED,CONSOLIDATED EDISON INC,16.0729275," 26,040,455,168.00 "," 16,376,000,512.00 "," 2,639,000,000.00 "
1492,KEX,KIRBY CORP,16.09644121," 3,359,111,168.00 "," 591,534,976.00 "," 245,436,000.00 "
1715,MGRC,MCGRATH RENTCORP,16.10102697," 943,916,096.00 "," 330,286,976.00 "," 79,138,000.00 "
1797,MTOR,MERITOR INC,16.10849414," 1,768,660,992.00 "," 1,002,000,000.00 "," 172,000,000.00 "
1288,HNRG,HALLADOR ENERGY CO,16.11052778," 170,841,904.00 "," 221,530,000.00 "," 24,355,000.00 "
2718,TXT,TEXTRON INC,16.11371106," 12,915,396,608.00 "," 4,004,000,000.00 "," 1,050,000,000.00 "
740,DAN,DANA INCORPORATED,16.19779855," 3,504,222,464.00 "," 1,872,000,000.00 "," 332,000,000.00 "
2886,WFC,WELLS FARGO & CO,16.19976878," 247,601,332,224.00 "," 345,860,997,120.00 "," 36,634,000,000.00 "
2671,TRNC,TRONC INC,16.20821839," 483,531,488.00 "," 361,954,016.00 "," 52,164,000.00 "
936,EVC,ENTRAVISION COMM,16.20833473," 501,824,352.00 "," 292,303,008.00 "," 48,995,000.00 "
1711,MGLN,MAGELLAN HEALTH INC,16.21354117," 1,894,671,488.00 "," 629,939,008.00 "," 155,710,000.00 "
2386,SCSS,SELECT COMFORT CORP,16.21358513," 1,217,196,160.00 "," 13,950,000.00 "," 75,933,000.00 "
2879,WEC,WEC ENERGY GROUP INC,16.22417523," 20,695,539,712.00 "," 10,282,900,480.00 "," 1,909,400,000.00 "
1618,LPLA,LPL FINANCIAL HOLDINGS,16.23421238," 4,112,552,448.00 "," 2,283,629,824.00 "," 393,994,000.00 "
2555,SWKS,SKYWORKS SOLUTIONS INC,16.24827181," 19,507,675,136.00 ", -   ," 1,200,600,000.00 "
2475,SNV,SYNOVUS FINANCIAL CORP,16.25099967," 5,002,236,928.00 "," 2,276,065,792.00 "," 447,868,000.00 "
2450,SLM,SLM CORP,16.25310543," 4,462,206,464.00 "," 2,883,156,992.00 "," 451,936,000.00 "
1562,LDL,LYDALL INC,16.25515353," 803,104,384.00 "," 107,298,000.00 "," 56,007,000.00 "
1757,MORN,MORNINGSTAR INC,16.2683168," 3,428,744,448.00 "," 230,000,000.00 "," 224,900,000.00 "
562,CLFD,CLEARFIELD INC,16.28432999," 177,321,600.00 ", -   ," 10,889,094.00 "
149,AMNB,AMERICAN NATL BANKSHARES,16.28618213," 313,305,472.00 "," 86,048,000.00 "," 24,521,000.00 "
1625,LRCX,LAM RESEARCH CORP,16.28736644," 26,806,700,032.00 "," 2,700,681,984.00 "," 1,811,673,000.00 "
1198,GSBC,GREAT SOUTHERN BANCORP,16.28942628," 686,384,896.00 "," 398,328,000.00 "," 66,590,000.00 "
785,DLA,DELTA APPAREL INC,16.29408621," 163,440,016.00 "," 102,675,000.00 "," 16,332,000.00 "
2392,SEE,SEALED AIR CORP,16.30365478," 8,254,946,816.00 "," 4,445,600,256.00 "," 779,000,000.00 "
2441,SKT,TANGER FACTORY OUTLET,16.30777602," 2,415,227,904.00 "," 1,729,001,984.00 "," 254,126,000.00 "
1542,LABL,MULTI COLOR CORP,16.31001845," 1,377,276,416.00 "," 477,188,992.00 "," 113,701,000.00 "
1959,OA,ORBITAL ATK INC,16.32229071," 6,210,121,216.00 "," 1,494,000,000.00 "," 472,000,000.00 "
526,CHEF,CHEFS' WHAREHOUSE INC,16.32278481," 452,084,288.00 "," 320,114,016.00 "," 47,308,000.00 "
1168,GNRT,GENER8 MARITIME INC,16.33352652," 386,728,256.00 "," 1,523,200,000.00 "," 116,933,000.00 "
1451,JBHT,JB HUNT TRANS SVCS INC,16.3461869," 10,843,914,240.00 "," 943,174,016.00 "," 721,091,000.00 "
911,ES,EVERSOURCE ENERGY,16.35060384," 19,840,233,472.00 "," 11,320,403,968.00 "," 1,905,779,000.00 "
1020,FISI,FINANCIAL INSTNS INC,16.36033709," 402,364,896.00 "," 386,596,000.00 "," 48,224,000.00 "
2778,USPH,U S PHYSICAL THERAPY INC,16.36894467," 736,629,248.00 "," 75,696,000.00 "," 49,626,000.00 "
1977,OGE,OGE ENERGY CORP,16.37133688," 7,129,433,088.00 "," 3,281,100,032.00 "," 635,900,000.00 "
2043,PATK,PATRICK INDS INC,16.37589071," 1,227,361,792.00 "," 260,174,992.00 "," 90,837,000.00 "
2069,PDCO,PATTERSON COS INC,16.38356584," 3,639,590,656.00 "," 1,176,211,072.00 "," 293,941,000.00 "
2573,TACO,DEL TACO RESTAURANTS INC,16.39545059," 536,187,936.00 "," 161,750,000.00 "," 42,569,000.00 "
836,EBS,EMERGENT BIOSOLUTIONS,16.39566566," 1,502,987,136.00 "," 248,692,992.00 "," 106,838,000.00 "
2152,PNW,PINNACLE WEST CAPITAL CO,16.39574363," 9,934,624,768.00 "," 4,881,520,128.00 "," 903,658,000.00 "
1283,HMST,HOMESTREET INC,16.41019831," 665,379,008.00 "," 996,252,032.00 "," 101,256,000.00 "
1450,JAX,J ALEXANDERS HOLDINGS,16.44147437," 145,482,480.00 "," 22,237,000.00 "," 10,201,000.00 "
212,ARTNA,ARTESIAN RESOURCES CORP,16.44530001," 345,330,784.00 "," 113,970,000.00 "," 27,929,000.00 "
218,ASGN,ON ASSIGNMENT INC,16.45430636," 2,542,027,776.00 "," 579,781,952.00 "," 189,726,000.00 "
1612,LOPE,GRAND CANYON EDUCATION,16.46383165," 3,839,434,752.00 "," 69,935,000.00 "," 237,452,000.00 "
255,AVX,AVX CORP,16.49309364," 2,885,450,240.00 ", -   ," 174,949,000.00 "
2873,WD,WALKER & DUNLOP INC,16.50232175," 1,433,603,200.00 "," 1,794,779,008.00 "," 195,632,000.00 "
2634,TLRD,TAILORED BRANDS INC,16.5035973," 635,664,704.00 "," 1,587,864,960.00 "," 134,730,000.00 "
897,EPE,EP ENERGY CORPORATION,16.5058146," 774,663,104.00 "," 3,945,999,872.00 "," 286,000,000.00 "
2046,PAYX,PAYCHEX INC,16.51466201," 20,557,451,264.00 ", -   ," 1,244,800,000.00 "
1351,IBOC,INTERNATIONAL BANCSHARES,16.5155284," 2,318,691,840.00 "," 1,407,326,976.00 "," 225,607,000.00 "
1889,NOC,NORTHROP GRUMMAN CORP,16.5253625," 46,196,768,768.00 "," 7,080,999,936.00 "," 3,224,000,000.00 "
2623,TILE,INTERFACE INC,16.52824188," 1,178,872,064.00 "," 230,425,008.00 "," 85,266,000.00 "
2903,WLFC,WILLIS LEASE FINANCE,16.53303574," 154,353,344.00 "," 921,781,952.00 "," 65,090,000.00 "
862,EGRX,EAGLE PHARMACEUTICALS,16.55028262," 884,364,352.00 ", -   ," 53,435,000.00 "
273,AYI,ACUITY BRANDS INC,16.55216611," 7,535,372,800.00 "," 356,700,000.00 "," 476,800,000.00 "
2742,UFS,DOMTAR CORPORATION,16.55885604," 2,488,624,896.00 "," 1,204,000,000.00 "," 223,000,000.00 "
681,CSV,CARRIAGE SERVICES INC,16.57248632," 398,381,376.00 "," 330,460,000.00 "," 43,979,000.00 "
1681,MCRI,MONARCH CASINO & RESORT,16.57654789," 612,792,768.00 "," 26,200,000.00 "," 38,548,000.00 "
598,CNO,CNO FINANCIAL GROUP,16.57979148," 3,692,370,176.00 "," 4,093,499,904.00 "," 469,600,000.00 "
1686,MDC,MDC HOLDINGS INC,16.58603509," 1,591,085,952.00 "," 926,359,040.00 "," 151,781,000.00 "
1908,NSP,INSPERITY INC,16.59953899," 1,681,262,208.00 "," 104,400,000.00 "," 107,573,000.00 "
2439,SJM,SMUCKER J M CO,16.60284497," 12,063,862,784.00 "," 5,228,000,256.00 "," 1,041,500,000.00 "
2787,VAC,MARRIOTT VAC WORLD CORP,16.6250225," 3,080,788,224.00 "," 773,556,992.00 "," 231,840,000.00 "
1333,HUN,HUNTSMAN CORP,16.6268798," 6,690,471,936.00 "," 4,116,999,936.00 "," 650,000,000.00 "
1832,NBN,NORTHEAST BANCORP,16.64473707," 181,048,832.00 "," 44,504,000.00 "," 13,551,000.00 "
556,CLCT,COLLECTORS UNIVERSE INC,16.66313045," 205,183,008.00 ", -   ," 12,319,000.00 "
1150,GLRE,GREENLIGHT CAPITAL RE LT,16.68986846," 787,912,000.00 ", -   ," 47,209,000.00 "
2781,UTMD,UTAH MED PRODS INC,16.69043381," 274,090,304.00 ", -   ," 16,422,000.00 "
1712,MGM,MGM RESORTS INTL,16.69719689," 19,424,233,472.00 "," 13,201,254,400.00 "," 1,953,950,000.00 "
2887,WFM,WHOLE FOODS MARKET INC,16.69974887," 13,447,382,016.00 "," 1,048,000,000.00 "," 868,000,000.00 "
2635,TLYS,TILLYS INC,16.70203362," 329,445,760.00 "," 386,000.00 "," 19,748,000.00 "
1520,KOP,KOPPERS HOLDINGS INC,16.71488287," 799,739,008.00 "," 692,900,032.00 "," 89,300,000.00 "
1257,HF,HFF INC,16.72167979," 1,387,176,064.00 "," 757,763,968.00 "," 128,273,000.00 "
30,ACGL,ARCH CAP GROUP LTD,16.73679746," 12,381,172,736.00 "," 3,046,874,112.00 "," 921,804,000.00 "
131,ALSN,ALLISON TRANSMISSION,16.75210823," 5,036,508,672.00 "," 2,383,000,064.00 "," 442,900,000.00 "
471,CBSH,COMMERCE BANCSHARES INC,16.76333349," 5,479,673,856.00 "," 1,364,594,048.00 "," 408,288,000.00 "
2226,QUAD,QUAD / GRAPHICS INC,16.76367739," 973,174,208.00 "," 1,078,699,904.00 "," 122,400,000.00 "
2164,PRA,PROASSURANCE CORP,16.76772005," 2,780,167,424.00 "," 426,373,984.00 "," 191,233,000.00 "
731,CYBE,CYBEROPTICS CORP,16.77967392," 107,238,896.00 ", -   ," 6,391,000.00 "
686,CTBI,COMMUNITY TRUST BANCORP,16.79675499," 735,959,168.00 "," 424,663,008.00 "," 69,098,000.00 "
1414,IPCC,INFINITY PPTY & CAS CORP,16.79854429," 965,229,312.00 "," 314,299,008.00 "," 76,169,000.00 "
1693,MDR,MCDERMOTT INTL INC,16.80150859," 1,831,638,784.00 "," 540,499,008.00 "," 141,186,000.00 "
1578,LH,LABORATORY CORP OF AMER,16.80595124," 16,133,263,360.00 "," 6,127,899,648.00 "," 1,324,600,000.00 "
208,AROW,ARROW FINANCIAL CORP,16.82989573," 431,634,912.00 "," 237,892,000.00 "," 39,782,000.00 "
2727,UBNT,UBIQUITI NETWORKS INC,16.83622075," 4,621,916,160.00 "," 256,564,000.00 "," 289,761,000.00 "
2319,RRR,RED ROCKS RESORTS INC,16.85313976," 2,627,297,792.00 "," 2,499,022,848.00 "," 304,176,000.00 "
722,CW,CURTISS WRIGHT CORP,16.86063896," 4,247,169,280.00 "," 965,630,016.00 "," 309,209,000.00 "
2963,XL,XL GROUP LTD,16.87835745," 9,917,946,880.00 "," 3,207,339,008.00 "," 777,640,000.00 "
810,DRI,DARDEN RESTAURANTS INC,16.8783888," 9,819,997,184.00 "," 936,600,000.00 "," 637,300,000.00 "
1395,INN,SUMMIT HOTEL PPTYS,16.87914439," 1,541,229,312.00 "," 735,801,024.00 "," 134,902,000.00 "
98,AIR,AAR CORP,16.89534436," 1,190,948,480.00 "," 157,300,000.00 "," 79,800,000.00 "
849,EE,EL PASO ELECTRIC CO,16.89586529," 2,234,573,056.00 "," 1,457,900,032.00 "," 218,543,000.00 "
2382,SCLN,SCICLONE PHARMACEUTICALS,16.89627375," 576,720,512.00 ", -   ," 34,133,000.00 "
134,AMAG,AMAG PHARMACEUTICALS INC,16.8969856," 619,311,424.00 "," 769,755,968.00 "," 82,208,000.00 "
1804,MTZ,MASTEC INC,16.90276905," 3,285,250,560.00 "," 1,389,260,928.00 "," 276,553,000.00 "
2899,WIRE,ENCORE WIRE CORP,16.93190192," 860,377,664.00 ", -   ," 50,814,000.00 "
2716,TXN,TEXAS INSTRUMENTS INC,16.93323344," 81,252,499,456.00 "," 3,583,000,064.00 "," 5,010,000,000.00 "
2506,SRCE,1ST SOURCE CORP,16.94089004," 1,184,205,824.00 "," 441,441,984.00 "," 95,960,000.00 "
2106,PGTI,PGT INNOVATIONS INC,16.9511312," 694,429,376.00 "," 249,274,000.00 "," 55,672,000.00 "
1772,MRTN,MARTEN TRANS LTD,16.95584369," 967,602,176.00 ", -   ," 57,066,000.00 "
372,BMTC,BRYN MAWR BANK CORP,16.96077611," 677,493,824.00 "," 325,329,024.00 "," 59,126,000.00 "
2172,PRK,PARK NATIONAL CORP,16.97645263," 1,460,414,208.00 "," 1,046,176,000.00 "," 147,651,000.00 "
2278,RICK,RCI HOSPITALITY HLDGS,17.01057553," 231,596,864.00 "," 125,268,000.00 "," 20,979,000.00 "
1188,GPX,GP STRATEGIES CORP,17.01393254," 479,191,296.00 "," 58,483,000.00 "," 31,602,000.00 "
1225,HAS,HASBRO INC,17.02884229," 11,715,087,360.00 "," 1,735,892,992.00 "," 789,894,000.00 "
542,CI,CIGNA CORP,17.03008694," 45,969,629,184.00 "," 4,762,999,808.00 "," 2,979,000,000.00 "
1448,JACK,JACK IN THE BOX INC,17.03151471," 2,730,887,680.00 "," 1,184,913,024.00 "," 229,915,000.00 "
472,CBT,CABOT CORP,17.05434994," 3,279,478,784.00 "," 950,000,000.00 "," 248,000,000.00 "
1480,KAMN,KAMAN CORP,17.05502651," 1,364,794,624.00 "," 433,674,976.00 "," 105,451,000.00 "
2556,SWM,SCHWEITZER-MAUDUIT INTL,17.06859462," 1,155,845,376.00 "," 721,700,032.00 "," 110,000,000.00 "
411,BTX,BIOTIME INC,17.07157492," 326,567,264.00 "," 4,074,999.00 "," 19,368,000.00 "
1697,MDU,MDU RESOURCES GROUP INC,17.07377081," 5,308,362,752.00 "," 1,761,475,968.00 "," 414,076,000.00 "
930,ETN,EATON CORP PLC,17.09431582," 31,727,585,280.00 "," 8,615,000,064.00 "," 2,360,000,000.00 "
1716,MHK,MOHAWK INDUSTRIES INC,17.10764354," 18,997,870,592.00 "," 2,928,517,120.00 "," 1,281,672,000.00 "
708,CVBF,CVB FINANCIAL CORP,17.16126394," 2,242,674,432.00 "," 577,007,040.00 "," 164,305,000.00 "
2527,STAY,EXTENDED STAY AMERICA,17.17722898," 3,677,636,352.00 "," 2,544,643,072.00 "," 362,240,000.00 "
1592,LLL,L3 TECHNOLOGIES,17.18086092," 14,165,297,152.00 "," 3,342,000,128.00 "," 1,019,000,000.00 "
1920,NTRS,NORTHERN TRUST CORP,17.18992494," 19,784,601,600.00 "," 9,422,799,872.00 "," 1,699,100,000.00 "
2780,UTL,UNITIL CORP,17.19093809," 694,910,976.00 "," 422,500,000.00 "," 65,000,000.00 "
2699,TTMI,TTM TECHNOLOGIES INC,17.20858994," 1,486,484,480.00 "," 974,515,968.00 "," 143,010,000.00 "
2229,R,RYDER SYSTEM INC,17.21098877," 4,153,898,752.00 "," 5,384,844,288.00 "," 554,224,000.00 "
2960,XEL,XCEL ENERGY INC,17.2425516," 25,164,734,464.00 "," 15,381,177,344.00 "," 2,351,503,000.00 "
795,DNKN,DUNKIN BRANDS GROUP INC,17.24383584," 4,714,667,520.00 "," 2,425,571,072.00 "," 414,101,000.00 "
1737,MMC,MARSH & MCLENNAN COS,17.27804408," 40,474,099,712.00 "," 5,640,999,936.00 "," 2,669,000,000.00 "
1658,MANT,MANTECH INTERNATIONAL,17.28372486," 1,575,705,344.00 ", -   ," 91,167,000.00 "
2023,OSK,OSHKOSH CORP,17.28382136," 5,518,675,968.00 "," 831,400,000.00 "," 367,400,000.00 "
1249,HDS,HD SUPPLY HOLDINGS INC,17.28412026," 6,847,881,728.00 "," 3,729,999,872.00 "," 612,000,000.00 "
1003,FFIC,FLUSHING FINANCIAL CORP,17.29054397," 758,234,112.00 "," 1,430,402,944.00 "," 126,580,000.00 "
2458,SMMF,SUMMIT FINANCIAL GROUP,17.29409935," 272,391,072.00 "," 271,076,000.00 "," 31,425,000.00 "
2647,TOL,TOLL BROTHERS INC,17.29881296," 6,363,067,904.00 "," 3,826,400,000.00 "," 589,027,000.00 "
2758,UNH,UNITEDHEALTH GROUP INC,17.30407596," 191,805,702,144.00 "," 31,936,000,000.00 "," 12,930,000,000.00 "
1970,ODFL,OLD DOMINION FREIGHT,17.31216859," 8,248,062,976.00 "," 95,000,000.00 "," 481,919,000.00 "
1671,MBWM,MERCANTILE BANK CORP,17.31311293," 497,939,328.00 "," 401,096,000.00 "," 51,928,000.00 "
1558,LCI,LANNETT CO INC,17.3167326," 654,339,456.00 "," 903,646,976.00 "," 89,970,000.00 "
2096,PFIS,PEOPLES FINL SVCS CORP,17.33031219," 309,085,536.00 "," 148,660,000.00 "," 26,413,000.00 "
1859,NEWS,NEWSTAR FINANCIAL INC,17.35376095," 451,441,376.00 "," 3,192,779,008.00 "," 209,996,000.00 "
879,EMR,EMERSON ELECTRIC CO,17.37364141," 38,343,598,080.00 "," 5,160,000,000.00 "," 2,504,000,000.00 "
2300,ROCK,GIBRALTAR INDUSTRIES INC,17.38068996," 912,468,352.00 "," 209,628,992.00 "," 64,560,000.00 "
1720,MIDD,MIDDLEBY CORP,17.3877522," 6,937,492,480.00 "," 803,273,984.00 "," 445,185,000.00 "
1310,HRS,HARRIS CORP,17.38840804," 14,697,315,328.00 "," 4,030,000,128.00 "," 1,077,000,000.00 "
683,CSX,CSX CORP,17.40548195," 45,976,178,688.00 "," 11,825,000,448.00 "," 3,320,000,000.00 "
2738,UFCS,UNITED FIRE GROUP INC,17.41049162," 1,021,421,312.00 ", -   ," 58,667,000.00 "
1117,GCP,GCP APPLIED TECHNOLOGIES,17.41822026," 2,058,750,208.00 "," 933,700,032.00 "," 171,800,000.00 "
2833,VRSN,VERISIGN INC,17.42101261," 10,270,849,024.00 "," 1,867,015,040.00 "," 696,737,000.00 "
2339,RVSB,RIVERVIEW BANCORP INC,17.42449422," 171,675,504.00 "," 28,863,000.00 "," 11,509,000.00 "
1587,LKFN,LAKELAND FINANCIAL CORP,17.42877686," 1,066,248,192.00 "," 306,145,984.00 "," 78,743,000.00 "
2347,SABR,SABRE CORP,17.43845451," 4,979,976,192.00 "," 3,500,100,096.00 "," 486,286,000.00 "
980,FCB,FCB FINANCIAL HOLDINGS,17.4419146," 1,807,098,752.00 "," 1,037,537,984.00 "," 163,092,000.00 "
2393,SEIC,SEI INVESTMENTS CO,17.45656303," 8,885,669,888.00 ", -   ," 509,016,000.00 "
2571,SYY,SYSCO CORP,17.45927453," 27,930,234,880.00 "," 8,194,889,728.00 "," 2,069,108,000.00 "
857,EGL,ENGILITY HOLDINGS INC,17.46259239," 1,124,508,800.00 "," 1,012,668,032.00 "," 122,386,000.00 "
1673,MCBC,MACATAWA BANK CORP,17.46553126," 318,682,528.00 "," 124,418,000.00 "," 25,370,000.00 "
247,AVA,AVISTA CORP,17.46578591," 3,331,991,296.00 "," 1,905,666,048.00 "," 299,881,000.00 "
2885,WFBI,WASHINGTONFIRST BANK INC,17.49967405," 436,784,608.00 "," 121,140,000.00 "," 31,882,000.00 "
610,COH,COACH INC,17.50220058," 11,704,670,208.00 "," 1,579,500,032.00 "," 759,000,000.00 "
2632,TKR,TIMKEN CO,17.51678398," 3,475,689,984.00 "," 1,001,600,000.00 "," 255,600,000.00 "
1442,ITW,ILLINOIS TOOL WORKS INC,17.54053865," 47,113,994,240.00 "," 8,050,999,808.00 "," 3,145,000,000.00 "
2706,TVTY,TIVITY HEALTH INC,17.54217542," 1,490,816,768.00 "," 182,391,008.00 "," 95,382,000.00 "
1784,MSI,MOTOROLA SOLUTIONS INC,17.5497625," 13,942,701,056.00 "," 4,466,999,808.00 "," 1,049,000,000.00 "
1056,FNSR,FINISAR CORP,17.5507761," 2,513,785,856.00 "," 707,781,952.00 "," 183,557,000.00 "
877,EML,EASTERN CO,17.55599826," 163,061,792.00 "," 36,109,516.00 "," 11,344,915.00 "
1670,MBUU,MALIBU BOATS INC,17.5768458," 577,262,912.00 "," 55,152,000.00 "," 35,980,000.00 "
1923,NUS,NU SKIN ENTERPRISES,17.58113098," 3,317,358,336.00 "," 424,592,000.00 "," 212,839,000.00 "
883,ENR,ENERGIZER HOLDINGS INC,17.58443753," 2,777,076,224.00 "," 1,091,500,032.00 "," 220,000,000.00 "
2330,RTN,RAYTHEON CO,17.5857023," 52,317,560,832.00 "," 5,047,000,064.00 "," 3,262,000,000.00 "
1115,GCI,GANNETT CO INC,17.590269," 1,008,483,520.00 "," 385,000,000.00 "," 79,219,000.00 "
530,CHH,CHOICE HOTELS INTL INC,17.59501408," 3,436,411,904.00 "," 864,267,008.00 "," 244,426,000.00 "
1259,HFWA,HERITAGE FINANCIAL CORP,17.60695646," 790,674,880.00 "," 155,118,000.00 "," 53,717,000.00 "
2051,PBI,PITNEY BOWES INC,17.62637715," 2,382,062,336.00 "," 3,528,766,976.00 "," 335,340,000.00 "
2858,WABC,WESTAMERICA BANCORP,17.63182289," 1,334,706,304.00 "," 75,769,000.00 "," 79,996,000.00 "
573,CLX,CLOROX CO,17.64208654," 17,581,778,944.00 "," 2,195,000,064.00 "," 1,121,000,000.00 "
299,BCBP,BCB BANCORP INC,17.64694541," 157,079,728.00 "," 178,124,000.00 "," 18,995,000.00 "
2176,PROV,PROVIDENT FINL HLDGS INC,17.64850726," 145,984,576.00 "," 126,226,000.00 "," 15,424,000.00 "
118,ALG,ALAMO GROUP INC,17.64999369," 1,055,920,512.00 "," 146,097,008.00 "," 68,103,000.00 "
2622,TIF,TIFFANY & CO,17.65220313," 11,639,382,016.00 "," 1,116,099,968.00 "," 722,600,000.00 "
970,FBHS,FORTUNE BRDS HOME & SEC,17.65506494," 9,751,976,960.00 "," 1,391,900,032.00 "," 631,200,000.00 "
2379,SCHW,SCHWAB CHARLES CORP,17.68329402," 52,131,942,400.00 "," 3,817,999,872.00 "," 3,164,000,000.00 "
320,BETR,AMPLIFY SNACK BRANDS INC,17.68604378," 570,585,664.00 "," 587,601,024.00 "," 65,551,000.00 "
1255,HELE,HELEN OF TROY LTD,17.73499239," 2,467,928,064.00 "," 453,840,992.00 "," 164,746,000.00 "
1635,LTXB,LEGACYTEXAS FIN GROUP,17.75613607," 1,568,611,200.00 "," 1,360,654,080.00 "," 164,972,000.00 "
2516,SSB,SOUTH STATE CORPORATION,17.76035075," 2,347,935,488.00 "," 432,553,984.00 "," 156,556,000.00 "
68,AES,AES CORP,17.76049791," 7,312,346,624.00 "," 20,767,000,576.00 "," 1,581,000,000.00 "
2944,WTS,WATTS WATER TECH INC,17.76200638," 2,123,105,792.00 "," 548,299,968.00 "," 150,400,000.00 "
1534,KSU,KANSAS CITY SOUTHERN,17.7727936," 10,925,832,192.00 "," 2,588,600,064.00 "," 760,400,000.00 "
1775,MSA,MSA SAFETY INC,17.79048652," 2,725,024,256.00 "," 269,506,016.00 "," 168,322,000.00 "
1015,FIBK,FIRST INTST BANCSYSTEM,17.79428641," 1,958,651,904.00 "," 715,081,984.00 "," 150,258,000.00 "
1335,HURN,HURON CONSULTING GROUP,17.81562689," 653,050,048.00 "," 400,868,992.00 "," 59,157,000.00 "
2411,SGC,SUPERIOR UNIFORM GROUP,17.82189799," 326,174,592.00 "," 40,707,000.00 "," 20,586,000.00 "
1109,GBLI,GLOBAL INDEMNITY LTD,17.83095504," 700,433,088.00 "," 307,425,984.00 "," 56,523,000.00 "
866,EIX,EDISON INTERNATIONAL,17.83844649," 25,918,267,392.00 "," 12,808,999,936.00 "," 2,171,000,000.00 "
478,CCF,CHASE CORP,17.84225659," 892,881,216.00 "," 20,000,000.00 "," 51,164,000.00 "
13,ABBV,ABBVIE INC,17.852469," 120,433,336,320.00 "," 37,542,998,016.00 "," 8,849,000,000.00 "
423,BXS,BANCORPSOUTH INC,17.86749495," 2,589,837,824.00 "," 1,000,403,008.00 "," 200,937,000.00 "
2789,VAR,VARIAN MEDICAL SYSTEMS,17.88438843," 9,797,909,504.00 "," 364,000,000.00 "," 568,200,000.00 "
260,AWI,ARMSTRONG WORLD INDS INC,17.88743551," 2,591,551,232.00 "," 880,400,000.00 "," 194,100,000.00 "
2040,PAHC,PHIBRO ANIMAL HEALTH,17.88976681," 1,398,095,360.00 "," 309,464,992.00 "," 95,449,000.00 "
926,ESXB,COMMUNITY BANKERS TRUST,17.94811755," 191,723,632.00 "," 80,657,000.00 "," 15,176,000.00 "
1588,LKQ,LKQ CORP,17.99929324," 10,757,628,928.00 "," 3,021,622,016.00 "," 765,544,000.00 "
373,BMY,BRISTOL MYERS SQUIBB,18.01027993," 98,313,805,824.00 "," 8,216,999,936.00 "," 5,915,000,000.00 "
2994,ZION,ZIONS BANCORPORATION,18.01382028," 8,614,549,504.00 "," 4,762,999,808.00 "," 742,627,000.00 "
1098,FUL,HB FULLER COMPANY,18.02708001," 2,720,223,744.00 "," 791,163,008.00 "," 194,784,000.00 "
2381,SCL,STEPAN CO,18.04144964," 1,748,964,608.00 "," 304,441,024.00 "," 113,816,000.00 "
624,CORE,CORE MARK HOLDING CO INC,18.04152211," 1,311,870,208.00 "," 326,300,000.00 "," 90,800,000.00 "
695,CTSH,COGNIZANT TECH SOLUTIONS,18.07114578," 41,946,042,368.00 "," 991,000,000.00 "," 2,376,000,000.00 "
2159,POWL,POWELL INDUSTRIES INC,18.08052614," 322,400,800.00 "," 2,000,000.00 "," 17,942,000.00 "
1318,HST,HOST HOTELS & RESORTS,18.08349142," 13,458,569,216.00 "," 3,992,000,000.00 "," 965,000,000.00 "
1013,FHN,FIRST HORIZON NATL CORP,18.12039066," 3,884,482,048.00 "," 3,257,851,136.00 "," 394,160,000.00 "
1274,HLF,HERBALIFE LTD,18.14742621," 6,132,005,888.00 "," 2,288,399,872.00 "," 464,000,000.00 "
2020,OSBC,OLD SECOND BANCORP INC,18.16443328," 330,342,144.00 "," 214,826,992.00 "," 30,013,000.00 "
2849,VVC,VECTREN CORP,18.1802496," 5,493,202,432.00 "," 1,960,699,904.00 "," 410,000,000.00 "
1143,GIS,GENERAL MILLS INC,18.1810048," 31,567,372,288.00 "," 9,481,700,352.00 "," 2,257,800,000.00 "
514,CFG,CITIZENS FINANCIAL INC,18.18175913," 16,472,077,312.00 "," 15,745,999,872.00 "," 1,772,000,000.00 "
1739,MMM,3M CO,18.18584802," 120,576,770,048.00 "," 11,306,999,808.00 "," 7,252,000,000.00 "
